prefecture,fuzoku_area,normalized,suggested_slug,suggested_name,confidence
niigata,"上越 風俗","上越",joetsu,"上越",HIGH
niigata,"柏崎/上越 風俗","柏崎/上越",joetsu,"上越",MED
oita,"大分","大分",oita-city,"大分市",HIGH
oita,"別府","別府",oita-other,"(その他)",OVERRIDE
oita,"杵築","杵築",oita-other,"(その他)",OVERRIDE
oita,"佐伯","佐伯",oita-other,"(その他)",OVERRIDE
oita,"大分その他","大分その他",oita-other,"(その他)",OVERRIDE
oita,"津久見 風俗","津久見",oita-other,"(その他)",OVERRIDE
oita,"臼杵 風俗","臼杵",oita-other,"(その他)",OVERRIDE
oita,"中津 風俗","中津",oita-other,"(その他)",OVERRIDE
okayama,"津山","津山",okayama-other,"(その他)",OVERRIDE
okayama,"岡山その他","岡山その他",okayama-other,"(その他)",OVERRIDE
okayama,"岡山 風俗","岡山",okayama-city,"岡山市",HIGH
okayama,"総社 風俗","総社",okayama-city,"(その他)",OVERRIDE
okayama,"倉敷 風俗","倉敷",kurashiki,"倉敷",HIGH
okayama,"水島 風俗","水島",kurashiki,"(その他)",OVERRIDE
okayama,"瀬戸内 風俗","瀬戸内",okayama-other,"(その他)",OVERRIDE
okayama,"備前 風俗","備前",okayama-other,"(その他)",OVERRIDE
okayama,"新見 風俗","新見",okayama-other,"(その他)",OVERRIDE
okayama,"高梁 風俗","高梁",okayama-other,"(その他)",OVERRIDE
okayama,"井原 風俗","井原",okayama-other,"(その他)",OVERRIDE
okayama,"笠岡 風俗","笠岡",okayama-other,"(その他)",OVERRIDE
okayama,"岡山/総社 風俗","岡山/総社",okayama-city,"岡山市",MED
okayama,"倉敷/水島 風俗","倉敷/水島",kurashiki,"倉敷",MED
okinawa,"那覇","那覇",naha,"那覇",HIGH
okinawa,"石垣島","石垣島",okinawa-other,"(その他)",OVERRIDE
okinawa,"宮古島","宮古島",okinawa-other,"(その他)",OVERRIDE
okinawa,"名護","名護",okinawa-other,"(その他)",OVERRIDE
okinawa,"沖縄その他","沖縄その他",okinawa-other,"(その他)",OVERRIDE
okinawa,"沖縄 風俗","沖縄",okinawa-other,"(その他)",OVERRIDE
okinawa,"北谷 風俗","北谷",naha,"(その他)",OVERRIDE
okinawa,"糸満 風俗","糸満",naha,"(その他)",OVERRIDE
okinawa,"豊見城 風俗","豊見城",naha,"(その他)",OVERRIDE
okinawa,"浦添 風俗","浦添",naha,"(その他)",OVERRIDE
okinawa,"宜野湾 風俗","宜野湾",naha,"(その他)",OVERRIDE
okinawa,"沖縄/うるま/北谷 風俗","沖縄/うるま/北谷",okinawa-other,"(その他)",OVERRIDE
osaka,"梅田","梅田",umeda,"梅田・キタ・京橋",HIGH
osaka,"京橋","京橋",umeda,"梅田・キタ・京橋",HIGH
osaka,"日本橋(大阪)","日本橋(大阪)",namba,"(その他)",OVERRIDE
osaka,"千日前","千日前",namba,"(その他)",OVERRIDE
osaka,"谷九(谷町九丁目)","谷九(谷町九丁目)",namba,"(その他)",OVERRIDE
osaka,"宗右衛門町","宗右衛門町",namba,"(その他)",OVERRIDE
osaka,"心斎橋","心斎橋",namba,"(その他)",OVERRIDE
osaka,"大阪内その他","大阪内その他",osaka-other,"(その他)",OVERRIDE
osaka,"堺","堺",sakai,"堺・南大阪",HIGH
osaka,"枚方","枚方",osaka-other,"(その他)",OVERRIDE
osaka,"南大阪","南大阪",sakai,"堺・南大阪",HIGH
osaka,"大阪その他","大阪その他",osaka-other,"(その他)",OVERRIDE
osaka,"十三 風俗","十三",umeda,"(その他)",OVERRIDE
osaka,"塚本 風俗","塚本",umeda,"(その他)",OVERRIDE
osaka,"新大阪 風俗","新大阪",umeda,"(その他)",OVERRIDE
osaka,"西中島 風俗","西中島",umeda,"(その他)",OVERRIDE
osaka,"天満 風俗","天満",umeda,"(その他)",OVERRIDE
osaka,"桜ノ宮 風俗","桜ノ宮",umeda,"(その他)",OVERRIDE
osaka,"兎我野町 風俗","兎我野町",umeda,"(その他)",OVERRIDE
osaka,"堂山 風俗","堂山",umeda,"(その他)",OVERRIDE
osaka,"難波 風俗","難波",namba,"難波・日本橋・天王寺",HIGH
osaka,"道頓堀 風俗","道頓堀",namba,"(その他)",OVERRIDE
osaka,"天王寺 風俗","天王寺",namba,"難波・日本橋・天王寺",HIGH
osaka,"阿倍野 風俗","阿倍野",namba,"(その他)",OVERRIDE
osaka,"吹田 風俗","吹田",osaka-other,"(その他)",OVERRIDE
osaka,"豊中 風俗","豊中",osaka-other,"(その他)",OVERRIDE
osaka,"茨木 風俗","茨木",osaka-other,"(その他)",OVERRIDE
osaka,"高槻 風俗","高槻",osaka-other,"(その他)",OVERRIDE
osaka,"守口 風俗","守口",osaka-other,"(その他)",OVERRIDE
osaka,"門真 風俗","門真",osaka-other,"(その他)",OVERRIDE
osaka,"東大阪 風俗","東大阪",osaka-other,"(その他)",OVERRIDE
osaka,"八尾 風俗","八尾",osaka-other,"(その他)",OVERRIDE
osaka,"松原 風俗","松原",osaka-other,"(その他)",OVERRIDE
osaka,"藤井寺 風俗","藤井寺",osaka-other,"(その他)",OVERRIDE
osaka,"四條畷 風俗","四條畷",osaka-other,"(その他)",OVERRIDE
osaka,"大東 風俗","大東",osaka-other,"(その他)",OVERRIDE
osaka,"岸和田 風俗","岸和田",sakai,"(その他)",OVERRIDE
osaka,"貝塚 風俗","貝塚",sakai,"(その他)",OVERRIDE
osaka,"高石 風俗","高石",sakai,"(その他)",OVERRIDE
osaka,"泉大津 風俗","泉大津",sakai,"(その他)",OVERRIDE
osaka,"和泉 風俗","和泉",sakai,"(その他)",OVERRIDE
osaka,"泉佐野 風俗","泉佐野",sakai,"(その他)",OVERRIDE
osaka,"難波/道頓堀 風俗","難波/道頓堀",namba,"難波・日本橋・天王寺",MED
osaka,"天王寺/阿倍野 風俗","天王寺/阿倍野",namba,"難波・日本橋・天王寺",MED
osaka,"十三/塚本 風俗","十三/塚本",umeda,"(その他)",OVERRIDE
osaka,"新大阪/西中島 風俗","新大阪/西中島",umeda,"(その他)",OVERRIDE
saga,"佐賀","佐賀",saga-city,"佐賀",HIGH
saga,"鳥栖","鳥栖",saga-city,"(その他)",OVERRIDE
saga,"佐賀その他","佐賀その他",saga-city,"(その他)",OVERRIDE
saga,"唐津 風俗","唐津",saga-city,"(その他)",OVERRIDE
saga,"伊万里 風俗","伊万里",saga-city,"(その他)",OVERRIDE
saga,"小城 風俗","小城",saga-city,"(その他)",OVERRIDE
saga,"多久 風俗","多久",saga-city,"(その他)",OVERRIDE
saga,"嬉野 風俗","嬉野",saga-city,"(その他)",OVERRIDE
saga,"武雄 風俗","武雄",saga-city,"(その他)",OVERRIDE
saga,"嬉野/武雄 風俗","嬉野/武雄",saga-city,"(その他)",OVERRIDE
saga,"唐津/伊万里 風俗","唐津/伊万里",saga-city,"(その他)",OVERRIDE
saitama,"大宮","大宮",omiya,"大宮・さいたま",HIGH
saitama,"西川口","西川口",kawaguchi,"西川口・蕨・川口",HIGH
saitama,"川越","川越",kawagoe,"川越",HIGH
saitama,"熊谷","熊谷",kumagaya,"熊谷・深谷・本庄",HIGH
saitama,"春日部","春日部",koshigaya,"越谷・草加・春日部",HIGH
saitama,"所沢","所沢",tokorozawa,"所沢・入間",HIGH
saitama,"本庄","本庄",kumagaya,"熊谷・深谷・本庄",HIGH
saitama,"久喜","久喜",kuki,"久喜・蓮田",HIGH
saitama,"草加","草加",koshigaya,"越谷・草加・春日部",HIGH
saitama,"浦和","浦和",omiya,"(その他)",OVERRIDE
saitama,"蕨","蕨",kawaguchi,"西川口・蕨・川口",HIGH
saitama,"与野","与野",omiya,"(その他)",OVERRIDE
saitama,"埼玉その他","埼玉その他",saitama-other,"(その他)",OVERRIDE
saitama,"越谷 風俗","越谷",koshigaya,"越谷・草加・春日部",HIGH
saitama,"南越谷 風俗","南越谷",koshigaya,"(その他)",OVERRIDE
saitama,"新越谷 風俗","新越谷",koshigaya,"(その他)",OVERRIDE
saitama,"越谷/南越谷/新越谷 風俗","越谷/南越谷/新越谷",koshigaya,"越谷・草加・春日部",MED
shiga,"雄琴","雄琴",shiga,"(その他)",OVERRIDE
shiga,"大津","大津",shiga,"(その他)",OVERRIDE
shiga,"滋賀その他","滋賀その他",shiga,"(その他)",OVERRIDE
shiga,"彦根 風俗","彦根",shiga,"(その他)",OVERRIDE
shiga,"近江八幡 風俗","近江八幡",shiga,"(その他)",OVERRIDE
shiga,"東近江 風俗","東近江",shiga,"(その他)",OVERRIDE
shiga,"草津 風俗","草津",shiga,"(その他)",OVERRIDE
shiga,"守山 風俗","守山",shiga,"(その他)",OVERRIDE
shiga,"野洲 風俗","野洲",shiga,"(その他)",OVERRIDE
shiga,"栗東 風俗","栗東",shiga,"(その他)",OVERRIDE
shimane,"松江","松江",shimane,"(その他)",OVERRIDE
shimane,"出雲/雲南","出雲/雲南",shimane,"(その他)",OVERRIDE
shimane,"出雲","出雲",shimane,"(その他)",OVERRIDE
shizuoka,"静岡","静岡",shizuoka-city,"静岡・焼津",HIGH
shizuoka,"浜松","浜松",hamamatsu,"浜松・磐田",HIGH
shizuoka,"静岡その他","静岡その他",shizuoka-city,"(その他)",OVERRIDE
shizuoka,"熱海 風俗","熱海",numazu,"(その他)",OVERRIDE
shizuoka,"御殿場 風俗","御殿場",numazu,"(その他)",OVERRIDE
shizuoka,"裾野 風俗","裾野",numazu,"(その他)",OVERRIDE
shizuoka,"三島 風俗","三島",numazu,"(その他)",OVERRIDE
shizuoka,"沼津 風俗","沼津",numazu,"沼津・富士・伊豆",HIGH
shizuoka,"富士宮 風俗","富士宮",numazu,"(その他)",OVERRIDE
shizuoka,"富士 風俗","富士",numazu,"沼津・富士・伊豆",HIGH
shizuoka,"藤枝 風俗","藤枝",shizuoka-city,"(その他)",OVERRIDE
shizuoka,"焼津 風俗","焼津",shizuoka-city,"静岡・焼津",HIGH
shizuoka,"掛川 風俗","掛川",hamamatsu,"(その他)",OVERRIDE
shizuoka,"御前崎 風俗","御前崎",hamamatsu,"(その他)",OVERRIDE
shizuoka,"磐田 風俗","磐田",hamamatsu,"浜松・磐田",HIGH
shizuoka,"袋井 風俗","袋井",hamamatsu,"(その他)",OVERRIDE
shizuoka,"沼津/三島 風俗","沼津/三島",numazu,"沼津・富士・伊豆",MED
shizuoka,"熱海/下田 風俗","熱海/下田",numazu,"(その他)",OVERRIDE
tochigi,"宇都宮","宇都宮",utsunomiya,"宇都宮",HIGH
tochigi,"小山","小山",oyama,"小山・栃木・佐野",HIGH
tochigi,"那須塩原","那須塩原",nasu,"那須塩原・日光",HIGH
tochigi,"日光","日光",nasu,"那須塩原・日光",HIGH
tochigi,"栃木その他","栃木その他",utsunomiya,"(その他)",OVERRIDE
tochigi,"足利 風俗","足利",oyama,"(その他)",OVERRIDE
tochigi,"佐野 風俗","佐野",oyama,"小山・栃木・佐野",HIGH
tochigi,"足利/佐野 風俗","足利/佐野",oyama,"小山・栃木・佐野",MED
tokushima,"阿南","阿南",tokushima-other,"(その他)",OVERRIDE
tokushima,"吉野川","吉野川",tokushima-other,"(その他)",OVERRIDE
tokushima,"鳴門","鳴門",tokushima-city,"(その他)",OVERRIDE
tokushima,"徳島 風俗","徳島",tokushima-city,"徳島",HIGH
tokushima,"小松島 風俗","小松島",tokushima-city,"(その他)",OVERRIDE
tokushima,"徳島/小松島 風俗","徳島/小松島",tokushima-city,"徳島",MED
tottori,"鳥取","鳥取",tottori-a3101,"(その他)",OVERRIDE
tottori,"米子 風俗","米子",tottori-a3103,"(その他)",OVERRIDE
toyama,"富山","富山",toyama-city,"富山市",HIGH
toyama,"魚津","魚津",toyama-other,"(その他)",OVERRIDE
toyama,"新湊","新湊",takaoka,"(その他)",OVERRIDE
toyama,"滑川","滑川",toyama-city,"(その他)",OVERRIDE
toyama,"富山その他","富山その他",toyama-other,"(その他)",OVERRIDE
toyama,"氷見 風俗","氷見",takaoka,"(その他)",OVERRIDE
toyama,"高岡 風俗","高岡",takaoka,"高岡・射水",HIGH
toyama,"砺波 風俗","砺波",toyama-other,"(その他)",OVERRIDE
wakayama,"田辺","田辺",wakayama-city,"(その他)",OVERRIDE
wakayama,"橋本","橋本",wakayama-city,"(その他)",OVERRIDE
wakayama,"新宮","新宮",wakayama-city,"(その他)",OVERRIDE
wakayama,"和歌山その他","和歌山その他",wakayama-city,"(その他)",OVERRIDE
wakayama,"和歌山 風俗","和歌山",wakayama-city,"和歌山",HIGH
wakayama,"海南 風俗","海南",wakayama-city,"(その他)",OVERRIDE
wakayama,"有田 風俗","有田",wakayama-city,"(その他)",OVERRIDE
wakayama,"御坊 風俗","御坊",wakayama-city,"(その他)",OVERRIDE
wakayama,"和歌山/海南 風俗","和歌山/海南",wakayama-city,"和歌山",MED
yamagata,"山形","山形",yamagata-city,"山形・天童",HIGH
yamagata,"米沢","米沢",yonezawa,"米沢",HIGH
yamagata,"新庄","新庄",shinjo,"新庄・最上",HIGH
yamagata,"天童","天童",yamagata-city,"山形・天童",HIGH
yamagata,"尾花沢","尾花沢",shinjo,"(その他)",OVERRIDE
yamagata,"山形その他","山形その他",yamagata-city,"(その他)",OVERRIDE
yamagata,"酒田 風俗","酒田",sakata,"酒田・鶴岡・庄内",HIGH
yamagata,"鶴岡 風俗","鶴岡",sakata,"酒田・鶴岡・庄内",HIGH
yamagata,"東根 風俗","東根",yamagata-city,"(その他)",OVERRIDE
yamagata,"長井 風俗","長井",yonezawa,"(その他)",OVERRIDE
yamagata,"南陽 風俗","南陽",yonezawa,"(その他)",OVERRIDE
yamagata,"上山 風俗","上山",yamagata-city,"(その他)",OVERRIDE
yamagata,"酒田/鶴岡 風俗","酒田/鶴岡",sakata,"酒田・鶴岡・庄内",MED
yamaguchi,"下関","下関",shimonoseki,"(その他)",OVERRIDE
yamaguchi,"岩国","岩国",yamaguchi-other,"(その他)",OVERRIDE
yamaguchi,"萩","萩",yamaguchi-other,"(その他)",OVERRIDE
yamaguchi,"山口その他","山口その他",yamaguchi-other,"(その他)",OVERRIDE
yamaguchi,"宇部 風俗","宇部",ube,"宇部・小野田",HIGH
yamaguchi,"小野田 風俗","小野田",ube,"宇部・小野田",HIGH
yamaguchi,"山口 風俗","山口",yamaguchi-city,"山口・防府・周南",HIGH
yamaguchi,"防府 風俗","防府",yamaguchi-city,"山口・防府・周南",HIGH
yamaguchi,"長門 風俗","長門",yamaguchi-other,"(その他)",OVERRIDE
yamaguchi,"美祢 風俗","美祢",yamaguchi-other,"(その他)",OVERRIDE
yamaguchi,"周南 風俗","周南",yamaguchi-city,"山口・防府・周南",HIGH
yamaguchi,"下松 風俗","下松",yamaguchi-city,"(その他)",OVERRIDE
yamaguchi,"光 風俗","光",yamaguchi-city,"(その他)",OVERRIDE
yamaguchi,"山口/防府 風俗","山口/防府",yamaguchi-city,"山口・防府・周南",MED
yamaguchi,"宇部/小野田 風俗","宇部/小野田",ube,"宇部・小野田",MED
yamanashi,"甲府","甲府",yamanashi,"(その他)",OVERRIDE
yamanashi,"山梨","山梨",yamanashi,"山梨",HIGH
yamanashi,"富士吉田","富士吉田",yamanashi,"(その他)",OVERRIDE
yamanashi,"石和温泉","石和温泉",yamanashi,"(その他)",OVERRIDE
yamanashi,"笛吹 風俗","笛吹",yamanashi,"(その他)",OVERRIDE
yamanashi,"韮崎 風俗","韮崎",yamanashi,"(その他)",OVERRIDE
yamanashi,"甲斐 風俗","甲斐",yamanashi,"(その他)",OVERRIDE
